gender,participants,mean_performance,median_performance,mean_games_played,mean_total_plays,mean_performance_percent,median_performance_percent
Male,53,0.5389651410620595,0.5534571428571429,14.075471698113208,30.245283018867923,53.89651410620595,55.34571428571429
