player_id,domain,domain_best_performance,domain_average_performance,games_in_domain,age,weekly_gaming_hours,sleep_hours_last_night
84d609a1-25fe-4bd7-9e7c-99fcbf878260,Learning,50.43,47.57,2,20,1,13
84d609a1-25fe-4bd7-9e7c-99fcbf878260,Memory,54.75,51.65,4,20,1,13
84d609a1-25fe-4bd7-9e7c-99fcbf878260,Reasoning,51.105000000000004,48.372499999999995,4,20,1,13
84d609a1-25fe-4bd7-9e7c-99fcbf878260,Reflex,51.885999999999996,48.785999999999994,5,20,1,13
8bd9d256-3ef1-4985-8c28-deb7a3a88f77,Attention,58.245000000000005,58.245000000000005,6,28,0,6
8bd9d256-3ef1-4985-8c28-deb7a3a88f77,Learning,66.29,57.9325,4,28,0,6
8bd9d256-3ef1-4985-8c28-deb7a3a88f77,Memory,64.36444444444444,55.42,9,28,0,6
8bd9d256-3ef1-4985-8c28-deb7a3a88f77,Perception,67.3725,54.5525,4,28,0,6
8bd9d256-3ef1-4985-8c28-deb7a3a88f77,Reasoning,64.556,60.24,5,28,0,6
8bd9d256-3ef1-4985-8c28-deb7a3a88f77,Reflex,60.18375,60.18375,8,28,0,6
9208b64b-3197-42c2-ae8d-f6528747ccd5,Attention,67.96000000000001,59.35333333333334,3,32,28,5
9208b64b-3197-42c2-ae8d-f6528747ccd5,Learning,80.57666666666667,77.83666666666667,3,32,28,5
9208b64b-3197-42c2-ae8d-f6528747ccd5,Memory,65.47857142857143,56.182857142857145,7,32,28,5
9208b64b-3197-42c2-ae8d-f6528747ccd5,Perception,68.73,68.73,1,32,28,5
9208b64b-3197-42c2-ae8d-f6528747ccd5,Reasoning,75.81000000000002,66.97666666666667,3,32,28,5
9208b64b-3197-42c2-ae8d-f6528747ccd5,Reflex,76.625,68.445,4,32,28,5
92cd5243-d6ad-464c-9a4f-b3998fa12823,Attention,60.7075,54.464999999999996,4,32,16,12
92cd5243-d6ad-464c-9a4f-b3998fa12823,Learning,77.80999999999999,67.76333333333332,3,32,16,12
92cd5243-d6ad-464c-9a4f-b3998fa12823,Memory,56.05,51.22666666666667,6,32,16,12
92cd5243-d6ad-464c-9a4f-b3998fa12823,Reasoning,87.42999999999999,81.71000000000001,1,32,16,12
92cd5243-d6ad-464c-9a4f-b3998fa12823,Reflex,59.76250000000001,52.129999999999995,4,32,16,12
